港澳,#genre#
无线娱乐新闻台,http://line.premiumpowers.net/play/live.php?mac=00:1A:79:69:40:42&extension=ts&stream=571188
无线娱乐新闻台,https://edge6a.v2h-cdn.com/enew/enew.stream/chunklist.m3u8
TVB亞洲剧,https://epg.pw/stream/c88adc69fe22cc05c7ff2984ad14db99f461e6dda12687cb7bbaf5e03a357a38.m3u8
TVB亞洲剧,https://epg.pw/stream/a4696392133577ed03dbedefe5c18c3c7a178b0899b2f814fa6c532bc521f8f4.m3u8
有线新闻台,https://epg.pw/stream/ddcee8ae223200a8e79c3d10f153c7b9ad14ead3449536d9cf0d3a7272aef0f8.m3u8
有线新闻台,https://epg.pw/stream/cb206191db20ab3776f20fa69ee8db6d329d213c60c9d6acafab79e4bdadb357.m3u8
有线新闻台,https://epg.pw/stream/62de1488de6d094fddcbafd642b00abd04b1b64bfa9fc78485895a51ecfb90f7.m3u8
Viu TV,https://epg.pw/stream/54f8a444681bccbbbddd88dabfea261a54d4e032c0fa06851af993e450bc33af.ctv
ViuTV6,https://epg.pw/stream/e3b6ef61296cb3a88c8940bf8d296959a56b9ab06d5299f75dd9334205ec9d14.m3u8
ViuTV6,https://epg.pw/stream/ce997cdceb30bec1b3e49630af6fef6a52231dd3b92a47a46be268eb4d403ec7.ctv香港卫视,http://107.151.203.111:2209/135/hk.php?id=hkws
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream2/streamPlaylist.m3u8
RTHK32,https://rthklive2-lh.akamaihd.net/i/rthk32_1@168450/index_1080_av-b.m3u8
RTHK32,https://rthklive2-lh.akamaihd.net/i/rthk32_1@168450/master.m3u8
RTHK32,http://rthklive2-lh.akamaihd.net/i/rthk32_1@168450/index_2052_av-b.m3u8
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/master.m3u8
RTHK32,https://www.rthk.hk/feeds/dtt/rthktv32_https.m3u8
澳亚卫视,https://pi.0472.org/tv/aoya.php?auth=2310201855
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
莲花卫视,https://cntv.sbs/tv/lhws.php
澳门莲花,http://107.151.203.111:2209/135/hk.php?id=amlh
凤凰香港,http://php.17186.eu.org:80/phtv/fhxg.m3u8
凤凰香港,http://php.17186.eu.org/phtv/fhhk.flv
凤凰香港,http://lcx-olt.8866.org:8181/tsfile/live/1071_1.m3u8
凤凰香港,http://162.19.247.76:22222/live/fenghuangxianggang/index.m3u8
凤凰香港,http://162.19.247.76:22222/live/fenghuangxianggang/index.m3u8
凤凰香港,http://39.135.138.58:18890/PLTV/88888888/224/3221226251/index.m3u8
凤凰香港,http://113.117.74.23:8081/hls/38/index.m3u8#http://php.17186.eu.org/phtv/fhhk.m3u8#http://162.19.247.76:22222/live/fenghuangxianggang/index.m3u8、
凤凰中文,http://php.17186.eu.org:80/phtv/fhzw.m3u8
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb24]:80/wh7f454c46tw3553140416_-2021535160/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb24]/wh7f454c46tw3553140416_-2021535160/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰中文,http://php.17186.eu.org/phtv/fhzw.flv
凤凰中文,http://php.17186.eu.org/phtv/asfj/fhzw.m3u8
凤凰中文,http://php.17186.eu.org/phtv/fhzw.flv
凤凰中文,http://php.17186.eu.org/phtv/fhzw.m3u8
凤凰中文,http://r.jdshipin.com/cCCzW
凤凰中文,http://198.16.100.90:8278/phoenixtv_hd/playlist.m3u8?tid=MFBF2713938527139385&ct=19225&tsum=1c8ca0899277714ab83db57245220068
凤凰中文,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel52003/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226547/index.m3u8
凤凰资讯,http://php.17186.eu.org:80/phtv/fhzx.m3u8
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb27]:80/wh7f454c46tw3352677969_1732462333/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
凤凰资讯,http://php.17186.eu.org/phtv/fhzx.flv
凤凰资讯,http://vl15191373.imwork.net:8880/udp/239.93.0.118:2191
凤凰资讯,http://php.17186.eu.org/phtv/asfj/fhzx.m3u8
凤凰资讯,http://php.17186.eu.org/phtv/fhzx.flv
凤凰资讯,http://php.17186.eu.org/phtv/fhzx.m3u8
凤凰资讯,http://r.jdshipin.com/0Rp07
凤凰资讯,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel52002/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226546/index.m3u8#http://50.7.238.114:8278/phoenixinfo_hd/playlist.m3u8?tid=MB5B7253262872532628&ct=19249&tsum=e2b2dcd00f39adb64b6c03601da1e0e0#http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxOWMNRRmQ4GoB2umIvUvoJg/ts
凤凰资讯,http://vl15191373.imwork.net:8880/udp/239.93.1.4:2191
凤凰电影,http://lcx-olt.8866.org:8181/tsfile/live/1074_1.m3u8
凤凰电影,http://111.59.189.40:8445/tsfile/live/1022_1.m3u8
香港衛視文旅,https://myun-hw-s3.myun.tv/melj80jz/lxx27bol/1551285536499984128.m3u8

翡翠台,http://r.jdshipin.com/qClQf
翡翠台,http://113.64.147.180:8081/hls/67/index.m3u8
翡翠台,http://r.jdshipin.com/62WM7
翡翠台,http://r.jdshipin.com/n90gt
翡翠台,http://113.117.74.20:8081/hls/25/index.m3u8
翡翠台,http://120.236.57.77:9901/tsfile/live/1076_1.m3u8
明珠台,http://r.jdshipin.com/ZQ4kN
明珠台,http://113.64.147.180:8081/hls/26/index.m3u8
明珠台,http://113.117.74.20:8081/hls/26/index.m3u8
TVB J2,http://107.167.12.58:27347/livehttpplay?channel_id=30030
TVB J2,http://107.167.12.58:27347/livehttpplay?channel_id=30023
TVB J2,http://107.167.12.58:27347/livehttpplay?channel_id=20122
TVB J2,http://andychuxdd.asuscomm.com:9981/stream/channelid/1563650536?profile=pass
有線新聞,http://61.10.2.141/live_freedirect/hd110_h.live/playlist.m3u8
TVB娱乐.新闻,http://4ksuper.live/play/live.php?mac=00:1A:79:50:63:9E&extension=ts&stream=153504
TVB 星河,http://nsszds.f3322.net:8081/hls/135/index.m3u8
凤凰中文,http://ali.hlspull.yximgs.com/live/fa7cdfad1a5aaf8370eb7887844fh.flv
凤凰中文,http://php.17186.eu.org/phtv/fhzw.m3u8
凤凰资讯,http://php.17186.eu.org/phtv/fhzx.m3u8
凤凰香港,http://php.17186.eu.org/phtv/fhxg.m3u8
凤凰中文,http://111.20.40.166:80/PLTV/88888893/224/3221226547/index.m3u8
凤凰中文,http://113.117.74.26:8081/hls/37/index.m3u8
凤凰资讯,http://111.20.40.166:80/PLTV/88888893/224/3221226546/index.m3u8
凤凰香港,http://113.117.74.19:8081/hls/38/index.m3u8
凤凰中文,http://113.117.74.18:8081/hls/37/index.m3u8
凤凰中文,http://nsszds.f3322.net:8081/hls/37/index.m3u8
凤凰中文,http://120.84.96.21:808/hls/29/index.m3u8
凤凰资讯,http://113.117.74.18:8081/hls/36/index.m3u8
凤凰资讯,http://nsszds.f3322.net:8081/hls/36/index.m3u8
凤凰资讯,http://120.84.96.21:808/hls/28/index.m3u8
凤凰香港,http://113.117.74.29:8081/hls/38/index.m3u8
凤凰香港,http://162.19.247.76:22222/live/fenghuangxianggang/index.m3u8
星空卫视,http://113.117.74.18:8081/hls/87/index.m3u8
星空卫视,http://120.84.96.21:808/hls/79/index.m3u8
卫视音乐,http://vl15191373.imwork.net:8880/udp/239.93.0.157:2194
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视文旅,rtmp://ali-play.lezhibo.com/live/d803719995ab40df83fca5e638cac7f4
香港卫视文旅,http://ali-play.lezhibo.com/lezhibo/d803719995ab40df83fca5e638cac7f4.m3u8

台湾,#genre#
TVBS,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
TVBS,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
TVBS,http://38.64.72.148/hls/modn/list/4006/playlist.m3u8
TVBS,http://50.7.238.114:8278/tvbs_n/playlist.m3u8?tid=MA4A2233260122332601&ct=19249&tsum=513a9dcb42fa8b98e1792d513dd3e2ee
TVBS,https://epg.pw/stream/12a215629774049468d1cbe7e6e4d668b32960b72fcfa034ac8269f1300c1270.m3u8
TVBS,https://epg.pw/stream/e5ea85f8c05b463598deb2bd3490272191a18b6235807e15ce8876809c014396.m3u8
TVBS亞洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS亞洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
TVBS亞洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8
中天综合,http://50.7.238.114:8278/ctizhonghe/playlist.m3u8?tid=m85005aeec85b14021104&ct=17874&tsum=69f19f4b12ab79d2ee683b28cdb1c8ca
中天新闻,http://zw9999.cnstream.top:80/play/ubI0Nrlni6TwusjXuSxNxMlF8Uc6ZwzdhEsFnSz2QeU/ts
中天新闻,http://50.7.238.114:8278/ctinews/playlist.m3u8?tid=MC3C3915550439155504&ct=19193&tsum=a8168b7967dda9bfebdd5b1403dc19b0
中天娱乐,http://162.19.247.76:22222/live/ztyl/index.m3u8
中天娱乐,http://198.16.100.90:8278/ctient/playlist.m3u8?tid=m6780c60bd34a13540795&ct=17874&tsum=06089e289a460b0685447b7656d550e3
东森综合,http://198.16.100.90:8278/ettvzhonghe/playlist.m3u8?tid=MC4C1214674912146749&ct=19254&tsum=9b96a50ba99dca1a02a27b05a6fb4b0d
东森综合,http://50.7.238.114:8278/ettvzhonghe/playlist.m3u8?tid=MC4C1214674912146749&ct=19254&tsum=9b96a50ba99dca1a02a27b05a6fb4b0d
东森新闻,http://198.16.100.90:8278/ettvnews/playlist.m3u8?tid=MC4C3328955833289558&ct=19249&tsum=d68431432600bbf503d95f629f3acc11
东森电影,http://lcx-olt.8866.org:8181/tsfile/live/1075_1.m3u8
东森电影,http://50.7.238.114:8278/ettvmovie/playlist.m3u8?tid=MDED1943740419437404&ct=19225&tsum=120834a4218c4b5c3bb19efb8116f859
东森电影,http://198.16.100.90:8278/ettvmovie/playlist.m3u8?tid=MBDB9268852192688521&ct=19254&tsum=7514b50ebc2e4b06f2e402578d0ac996
东森戏剧,http://198.16.100.90:8278/ettvdrama/playlist.m3u8?tid=MA2A9945921599459215&ct=19249&tsum=c9097ecdf4a17c0922196dbf04b0c6e7
东森戏剧,http://50.7.238.114:8278/ettvdrama/playlist.m3u8?tid=MA2A9945921599459215&ct=19249&tsum=c9097ecdf4a17c0922196dbf04b0c6e7
东森戏剧,http://162.19.247.76:22222/live/dsxj/index.m3u8
东森财经,http://50.7.238.114:8278/ettvcaijing_twn/playlist.m3u8?tid=m999b5a0f7fca17599138&ct=17874&tsum=345085d2d6d4401fdb3da968dfee5a54
东森超视,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
东森超视,http://50.7.238.114:8278/ettvsuper/playlist.m3u8?tid=MB0B9022098390220983&ct=19249&tsum=594e3a93afe766cf27fd21b8addee391
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民视新闻,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
三立台湾,https://epg.pw/stream/cc4cae00306d97a1a7525911ee10a1983538f96a7fc920e563352cdd10002b36.m3u8
三立台湾,https://epg.pw/stream/6cbb5a395d787bd3f6333051a9436880165517d14c0cf42385908f669b061e88.m3u8
三立台湾,https://epg.pw/stream/c7dbae714c89491ea3eea1f746be7982f4fa8a8c81d67b3854ff67d46931a191.m3u8
三立台湾,https://sanlihalive1-a.akamaihd.net/5ffd3a166f7241d9b489b7d7241db96f/ap-northeast-1/4338955585001/profile_0/chunklist.m3u8?hdnea=st=1664678506~exp=9007200919419497~acl=/5ffd3a166f7241d9b489b7d7241db96f/*/profile_0/chunklist.m3u8*~hmac=cfd432e7da8eece68fe4a4da3a3bc08ab1bbc50b147a84c95ae3d4a569e932b1
三立都会,https://epg.pw/stream/b49c002c700cdbcd7cb82dceff7a4a3029193d5edb6ce9e216d0c338e352856d.m3u8
三立都会,https://sanlihalive1-a.akamaihd.net/4c3bb0ccad574d0e9b507c2dcd2dfabc/ap-northeast-1/4338955585001/profile_0/chunklist.m3u8?hdnea=st=1664678487~exp=9007200919419478~acl=/4c3bb0ccad574d0e9b507c2dcd2dfabc/*/profile_0/chunklist.m3u8*~hmac=1a3986bd8fb660eacbcc9954c67fb674fa810779ddc2fab5fa77188868ca3686
华视,http://162.19.247.76:22222/live/huashi/index.m3u8
中视,http://162.19.247.76:22222/live/zhongshi/index.m3u8
中视HD,https://epg.pw/stream/ebf76ae4777c4e7ba677d629f4c3b71d25913fdaf6e0f7d04f41e5f6138f7698.m3u8
大立電视,http://www.dalitv.com.tw:4568/live/dali/index.m3u8
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/playlist.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
中天新聞 HD,http://211.72.65.236:8541/.m3u8
中天新聞 HD,mitv://135.148.104.228:19806/dd4c2ce1c791486caac5b9014c08793e
民視新聞 HD,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民視新聞 HD,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民視新聞 HD,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
民視新聞 HD,http://2023.stream-link.org/playlist/ftv_news
民視新聞 HD,http://38.64.72.148/hls/modn/list/4012/chunklist0.m3u8
民視新聞 HD,http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
民視新聞 HD,https://ytm2.yuanhsing.cf/FTVCP.m3u8
,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8
民視新聞 HD,http://50.7.238.114:8278/ftvnew_taiwan/playlist.m3u8?tid=md953ce86cdad16241449&ct=17874&tsum=949d4aace793a001dd41392b210ba406
民視新聞 HD,http://198.16.100.90:8278/ftvnew_taiwan/playlist.m3u8?tid=ME4E4172771041727710&ct=19226&tsum=7b91c7af6212419479b392ff575e0689
民視新聞 HD,http://tv.redrainl.site:9500/live.m3u8?c=01
民視新聞 HD,mitv://generationnexxxt.com:19806/d476f3c5b56647bf872237ce4c9fff5d
台視新聞 HD,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台視新聞 HD,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8
台視新聞 HD,http://50.7.238.114:8278/ttvnews_twn/playlist.m3u8?tid=MD9D1039476110394761&ct=19193&tsum=9f33349842788bfb7b0e90e93f7bf02c
台視新聞 HD,http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
台視新聞 HD,http://185.243.7.13:80/play/live.php?mac=00:1A:79:45:5E:9A&stream=156398&extension=ts&play_token=UEKTIim7lP
台視新聞 HD,http://38.64.72.148/hls/modn/list/4013/chunklist1.m3u8
台視新聞 HD,,http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
台視新聞 HD,,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?blog.ntnas.top
台視新聞 HD,http://38.64.72.148/hls/modn/list/4013/chunklist0.m3u8
台視新聞 HD,mitv://generationnexxxt.com:19806/3a402f366afa4a42bd0b16b432ebbdff
台視新聞 HD,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV25.m3u8
台視新聞 HD,https://ytm2.yuanhsing.cf/ttvnewsview.m3u8
台視新聞 HD,http://ytm2.yuanhsing.cf/ttvnewsview.m3u8
華視新聞資訊 HD,mitv://135.148.104.228:19806/df1dd1276eb8474da3cd12334065f7dd
TVBS新聞 HD,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
TVBS新聞,http://38.64.72.148/hls/modn/list/4006/chunklist0.m3u8
TVBS新聞,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
TVBS新聞,http://38.64.72.148/hls/modn/list/4006/playlist.m3u8
TVBS新聞,http://50.7.238.114:8278/tvbs_n/playlist.m3u8?tid=MC3C9358473393584733&ct=19193&tsum=38970ab977b9e318cbead37db4134eb8
東森新聞 HD,mitv://135.148.104.228:19806/a9b20866a39f45cbafacba9a002ee334
年代新聞 HD,http://50.7.238.114:8278/niandainews_twn/playlist.m3u8?ct=19226&tid=MA6A4647720946477209&tsum=48a66838dbcf633b2fb41307b29ef50a
年代新聞 HD,http://50.7.238.114:8278/niandainews_twn/playlist.m3u8?tid=MA6A4647720946477209&ct=19226&tsum=48a66838dbcf633b2fb41307b29ef50a
三立新聞 HD,mitv://135.148.104.228:19806/ff825aef42f04c589354d7d999b37792
三立新聞 HD,http://123.51.230.124:8531/.m3u8
三立新聞 HD,http://123.51.230.64:18559/http/192.168.1.9:8081/hls/65/807/ch18.m3u8
壹新聞 HD,mitv://135.148.104.228:19806/c4815d36091444f4b75aa85a2d8e301f
壹新聞 HD,http://60.251.59.180:8501/.m3u8
非凡新聞,mitv://135.148.104.228:19806/a900ce1aac5d489b88d221c7b3ca098e
非凡新聞,http://123.51.230.124:8569/.m3u8
寰宇新聞 HD,mitv://135.148.104.228:19806/7e0e534ede5e4405a05ca5e668cb5fb1
寰宇新聞 HD,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV02.m3u8
寰宇新聞 HD,http://61.221.81.93:8513/hls/65/807/ch843.m3u8
寰宇新聞 HD,https://ytm2.yuanhsing.cf/GlobalNewsTV.m3u8
東森電影 HD,http://162.19.247.76:22222/live/dsdyt/index.m3u8
東森洋片 HD,http://198.16.100.90:8278/ettvwestern/playlist.m3u8?tid=MC2C7134276471342764&ct=19225&tsum=4889d0c08d077336bd5066b912891aee
龙祥电影,http://120.84.96.21:808/hls/35/index.m3u8
东森电影,http://120.84.96.21:808/hls/32/index.m3u8
东森电影,http://110.72.66.241:808/hls/99/index.m3u8
東森電影,http://162.19.247.76:22222/live/dsdyt/index.m3u8
东森洋片,http://120.84.96.21:808/hls/33/index.m3u8
好莱坞电影,http://120.84.96.21:808/hls/24/index.m3u8
天映经典,http://120.84.96.21:808/hls/85/index.m3u8
东森戏剧,http://162.19.247.76:22222/live/dsxj/index.m3u8
财经资讯,http://120.84.96.21:808/hls/86/index.m3u8
无线新闻,http://live.cooltv.top/tv/tvb.php?id=0&hq
无线新闻,http://line.gofast-tv.me:80/play/live.php?mac=00:1A:79:6F:5A:5D&stream=153399&extension=ts&play_token=mad8wXPonE
无线新闻,http://line.premiumpowers.net/play/live.php?mac=00:1A:79:BF:D2:44&extension=ts&stream=153399
无线新闻,http://r.jdshipin.com/CkuBd
TVB千禧,http://4ksuper.live/play/live.php?mac=00:1A:79:50:63:9E&stream=571197&extension=ts
娱乐新闻,http://4ksuper.live/play/live.php?mac=00:1A:79:50:63:9E&stream=571188&extension=ts
三立新聞,https://sanlihalive1-a.akamaihd.net/4c3bb0ccad574d0e9b507c2dcd2dfabc/ap-northeast-1/4338955585001/profile_0/chunklist.m3u8?
三立台湾,https://sanlihalive1-a.akamaihd.net/5ffd3a166f7241d9b489b7d7241db96f/ap-northeast-1/4338955585001/profile_0/chunklist.m3u8?
TVS新聞,https://fsv4.yj011.net/sat/tv551.flv
民視频道,https://fsv4.yj011.net/sat/tv051.flv
台視频道,https://fsv4.yj011.net/sat/tv071.flv
中視频道,https://fsv4.yj011.net/sat/tv091.flv
華視频道,https://fsv4.yj011.net/sat/tv111.flv
tvbs歡樂,https://fsv4.yj011.net/sat/tv421.flv
東森財經,https://fsv4.yj011.net/sat/tv571.flv
中天娱乐,http://162.19.247.76:22222/live/ztyl/index.m3u8
中视频道,http://162.19.247.76:22222/live/zhongshi/index.m3u8
台视频道,http://162.19.247.76:22222/live/taishi/index.m3u8
番薯音乐,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
TVB,rtmp://219.80.97.77/sat/tv551
TVB,rtmp://119.81.124.89/sat/tv551
民視,rtmp://219.80.97.77/sat/tv051
台視,rtmp://219.80.97.77/sat/tv071
中視,rtmp://219.80.97.77/sat/tv091
華視,rtmp://219.80.97.77/sat/tv111
TvB,rtmp://219.80.97.77/sat/tv421
東森,rtmp://219.80.97.77/sat/tv571
緯來育乐,rtmp://219.80.97.77/sat/tv701
緯來体育,rtmp://219.80.97.77/sat/tv721
ELE一台,rtmp://219.80.97.77/sat/tv731
ELE二台,rtmp://219.80.97.77/sat/tv741
MO,rtmp://219.80.97.77/sat/tv761
緯來,rtmp://219.80.97.77/sat/tv771
TVB歡樂,rtmp://219.80.97.77/sat/tv421
TVB,rtmp://119.81.124.89/sat/tv551
民視,rtmp://119.81.124.89/sat/tv051
台視,rtmp://119.81.124.89/sat/tv071
中視,rtmp://119.81.124.89/sat/tv091
華視,rtmp://119.81.124.89/sat/tv111
TVS,rtmp://119.81.124.89/sat/tv421
東森,rtmp://119.81.124.89/sat/tv571
緯來育乐,rtmp://119.81.124.89/sat/tv701
緯來体育,rtmp://119.81.124.89/sat/tv721
ELE一台,rtmp://119.81.124.89/sat/tv7431
ELE二台,rtmp://119.81.124.89/sat/tv741
MO,rtmp://119.81.124.89/sat/tv761
緯來,rtmp://119.81.124.89/sat/tv771

广东,#genre#
广东珠江,http://103.45.68.47:666/gy/gy104/触电.php?pk=1183
广东卫视,http://103.45.68.47:666/gy/gy104/触电.php?pk=1182
大湾区卫视,http://103.45.68.47:666/gy/gy104/触电.php?pk=1197
广东新闻,http://103.45.68.47:666/gy/gy104/触电.php?pk=1186
广东4K超高清,http://103.45.68.47:666/gy/gy104/触电.php?pk=1198
广东民生,http://103.45.68.47:666/gy/gy104/触电.php?pk=1185
广东体育,http://103.45.68.47:666/gy/gy104/触电.php?pk=1184
广东影视,http://103.45.68.47:666/gy/gy104/触电.php?pk=1199
嘉佳卡通,http://103.45.68.47:666/gy/gy104/触电.php?pk=1187
大湾区卫视(海外版),http://103.45.68.47:666/gy/gy104/触电.php?pk=1191
广东经济科教,http://103.45.68.47:666/gy/gy104/触电.php?pk=1196
广东少儿,http://103.45.68.47:666/gy/gy104/触电.php?pk=1200
广东移动,http://103.45.68.47:666/gy/gy104/触电.php?pk=2463
GRTN文化频道,http://103.45.68.47:666/gy/gy104/触电.php?pk=2511
河源综合,http://103.45.68.47:666/gy/gy104/触电.php?pk=2402
河源公共,http://103.45.68.47:666/gy/gy104/触电.php?pk=2496
肇庆生活,http://103.45.68.47:666/gy/gy104/触电.php?pk=2525
肇庆综合,http://103.45.68.47:666/gy/gy104/触电.php?pk=1232
阳江-1,http://103.45.68.47:666/gy/gy104/触电.php?pk=2505
阳江-2,http://103.45.68.47:666/gy/gy104/触电.php?pk=2506
化州综合,http://103.45.68.47:666/gy/gy104/触电.php?pk=2440
开平生活,http://103.45.68.47:666/gy/gy104/触电.php?pk=2406
紫金台,http://103.45.68.47:666/gy/gy104/触电.php?pk=2452
海丰县广播电视台,http://103.45.68.47:666/gy/gy104/触电.php?pk=2413
英德新闻综合频道,http://103.45.68.47:666/gy/gy104/触电.php?pk=2447
阳春综合,http://103.45.68.47:666/gy/gy104/触电.php?pk=2458
广宁综合,http://103.45.68.47:666/gy/gy104/触电.php?pk=2414
惠东综合频道,http://103.45.68.47:666/gy/gy104/触电.php?pk=2404
乐昌电视台,http://103.45.68.47:666/gy/gy104/触电.php?pk=2503
普宁台,http://103.45.68.47:666/gy/gy104/触电.php?pk=2450
惠阳电视台,http://103.45.68.47:666/gy/gy104/触电.php?pk=2470
开平综合,http://103.45.68.47:666/gy/gy104/触电.php?pk=2405
工布江达县广播电视台,http://103.45.68.47:666/gy/gy104/触电.php?pk=2439
廉江台,http://103.45.68.47:666/gy/gy104/触电.php?pk=2445
清新综合频道,http://103.45.68.47:666/gy/gy104/触电.php?pk=2448
佛冈综合,http://103.45.68.47:666/gy/gy104/触电.php?pk=2460
鹤山综合,http://103.45.68.47:666/gy/gy104/触电.php?pk=2441
信宜综合,http://103.45.68.47:666/gy/gy104/触电.php?pk=2471
怀集综合,http://103.45.68.47:666/gy/gy104/触电.php?pk=2462
徐闻台,http://103.45.68.47:666/gy/gy104/触电.php?pk=2474
遂溪台,http://103.45.68.47:666/gy/gy104/触电.php?pk=2488
阳西综合,http://103.45.68.47:666/gy/gy104/触电.php?pk=2476
台山台,http://103.45.68.47:666/gy/gy104/触电.php?pk=2479
新会综合,http://103.45.68.47:666/gy/gy104/触电.php?pk=2490
潮安综合,http://103.45.68.47:666/gy/gy104/触电.php?pk=2523
连州综合,http://103.45.68.47:666/gy/gy104/触电.php?pk=2455
